ColorBall,295,-4100,60,60,0,1
ChangeBall,295,-4200,60,60,0,0
Invincible,295,-4300,60,60,0,19
ColorBall,145,-4300,60,60,0,1
ColorBall,595,-4400,60,60,0,1
ColorBall,145,-4500,60,60,0,1
ColorBall,445,-4600,60,60,0,1
ColorBall,145,-4700,60,60,0,2
ColorBall,595,-4800,60,60,0,2
ColorBall,295,-4900,60,60,0,1
ChangeBall,445,-5000,60,60,0,0
ColorBall,445,-5100,60,60,0,1
ColorBall,145,-5200,60,60,0,1
ColorBall,595,-5300,60,60,0,2
ColorBall,295,-5300,60,60,0,2
ColorBall,445,-5400,60,60,0,1
ChangeBall,445,-5500,60,60,0,0
ColorBall,445,-5600,60,60,0,1
ColorBall,145,-5700,60,60,0,2
ColorBall,595,-5800,60,60,0,1
ColorBall,145,-5900,60,60,0,1
ColorBall,445,-6000,60,60,0,1
ChangeBall,145,-6100,60,60,0,0
ColorBall,445,-6200,60,60,0,1
ColorBall,295,-6300,60,60,0,2
ColorBall,595,-6400,60,60,0,2
ColorBall,145,-6500,60,60,0,1
ColorBall,445,-6600,60,60,0,2
ColorBall,295,-6700,60,60,0,2
ColorBall,445,-6800,60,60,0,1
ChangeBall,445,-6900,60,60,0,0
ColorBall,295,-7000,60,60,0,1
ColorBall,445,-7100,60,60,0,2
ColorBall,595,-7200,60,60,0,2
ColorBall,295,-7300,60,60,0,1
ColorBall,595,-7400,60,60,0,2
ColorBall,145,-7500,60,60,0,2
AddBlood,295,-7600,60,60,0,17
ColorBall,595,-7600,60,60,0,1
ColorBall,145,-7700,60,60,0,1
ColorBall,295,-7700,60,60,0,2
ColorBall,445,-7800,60,60,0,2
ColorBall,295,-7900,60,60,0,1
SlowDown,145,-8000,60,60,0,15
ColorBall,595,-8000,60,60,0,1
ColorBall,295,-8100,60,60,0,1
ColorBall,445,-8200,60,60,0,2
ColorBall,595,-8200,60,60,0,1
ColorBall,145,-8200,60,60,0,2
ColorBall,295,-8200,60,60,0,1
ColorBall,145,-8300,60,60,0,1
ColorBall,595,-8400,60,60,0,2
ColorBall,295,-8500,60,60,0,2
ColorBall,445,-8600,60,60,0,2
ChangeBall,595,-8700,60,60,0,0
ChangeBall,145,-8800,60,60,0,0
ColorBall,295,-8900,60,60,0,1
ColorBall,595,-9000,60,60,0,1
ColorBall,145,-9100,60,60,0,2
ColorBall,595,-9200,60,60,0,2
ColorBall,145,-9300,60,60,0,1
ColorBall,445,-9400,60,60,0,2
Thunder,295,-9500,60,60,0,18
ColorBall,445,-9600,60,60,0,1
ColorBall,145,-9600,60,60,0,1
ColorBall,295,-9600,60,60,0,2
ColorBall,445,-9700,60,60,0,2
ColorBall,145,-9700,60,60,0,2
ColorBall,295,-9700,60,60,0,1
ColorBall,295,-9800,60,60,0,2
ColorBall,595,-9900,60,60,0,1
ColorBall,145,-10000,60,60,0,1
ChangeBall,295,-10100,60,60,0,0
ColorBall,595,-10200,60,60,0,1
ColorBall,445,-10300,60,60,0,1
ColorBall,145,-10400,60,60,0,2
ColorBall,595,-10500,60,60,0,1
ColorBall,145,-10600,60,60,0,1
ColorBall,445,-10700,60,60,0,2
ColorBall,595,-10800,60,60,0,1
ColorBall,295,-10900,60,60,0,1
SlowDown,445,-10900,60,60,0,15
ColorBall,595,-11000,60,60,0,1
ColorBall,445,-11000,60,60,0,2
ColorBall,295,-11100,60,60,0,2
ColorBall,145,-11100,60,60,0,1
ColorBall,445,-11200,60,60,0,2
ColorBall,595,-11200,60,60,0,1
ColorBall,145,-11300,60,60,0,1
ChangeBall,145,-11400,60,60,0,0
ChangeBall,295,-11400,60,60,0,0
ColorBall,295,-11500,60,60,0,1
ColorBall,595,-11600,60,60,0,1
ColorBall,145,-11700,60,60,0,1
ColorBall,445,-11800,60,60,0,1
ColorBall,295,-11900,60,60,0,2
ColorBall,445,-12000,60,60,0,2
ColorBall,295,-12100,60,60,0,2
ColorBall,595,-12200,60,60,0,2
ColorBall,145,-12300,60,60,0,1
ChangeBall,595,-12400,60,60,0,0
ChangeBall,445,-12400,60,60,0,0
ColorBall,595,-12500,60,60,0,2
ColorBall,445,-12500,60,60,0,1
ColorBall,445,-12600,60,60,0,2
ColorBall,145,-12700,60,60,0,1
ColorBall,595,-12800,60,60,0,2
ColorBall,295,-12900,60,60,0,1
ColorBall,445,-13000,60,60,0,2
ColorBall,295,-13100,60,60,0,1
ChangeBall,445,-13200,60,60,0,0
ChangeBall,145,-13300,60,60,0,0
ColorBall,595,-13400,60,60,0,1
ColorBall,295,-13500,60,60,0,2
ColorBall,445,-13600,60,60,0,1
ColorBall,595,-13600,60,60,0,2
ColorBall,145,-13700,60,60,0,2
ColorBall,595,-13800,60,60,0,1
ColorBall,145,-13900,60,60,0,2
ColorBall,445,-13900,60,60,0,1
ColorBall,445,-14000,60,60,0,2
ColorBall,595,-14000,60,60,0,1
ColorBall,295,-14100,60,60,0,1
ColorBall,445,-14200,60,60,0,1
